Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location
724424,barcelona,Apartment,From 19 April,1580-1900,no deposit,2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/724424,El Raval
1164449,barcelona,Room,From 7 March,690,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1164449,Barcelona
925222,barcelona,Room,From 7 March,540,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925222,Barcelona
780707,barcelona,Room,From 1 April,615,bills included,Shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/780707,Barcelona
962799,barcelona,Room,From 2 March,680,instant booking,Rooms for rent in a 5 Bedrooms apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/962799,Barcelona
1196108,barcelona,Apartment,From 3 March,2250-3000,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196108,Barcelona
204932,barcelona,Room,From 5 March,850-950,some bills included,Furnished room in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/204932,Poblenou
512471,barcelona,Room,From 2 May,375-463,bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/512471,Barcelona
131444,barcelona,Room,From 1 April,605,bills included,Furnished room in shared apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/131444,Poblenou
640625,barcelona,Room,From 1 June,450,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/640625,Barcelona
265384,barcelona,Apartment,From 2 March,1700,spotahome plus,3-bedroom apartment for rent in Santa Coloma de Gramanet,https://www.spotahome.com/barcelona/for-rent:apartments/265384,de
201519,barcelona,Studio,From 2 May,730,some bills included,Minimalist studio apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/201519,El Raval
594300,barcelona,Room,From 2 March,680,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/594300,Barcelona
351485,barcelona,Room,From 27 March,700,some bills included,Room for rent in 4-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/351485, Gòtic
1085554,barcelona,Room,From 1 April,515,instant booking,Room for rent in a 4-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1085554,Barcelona
1008888,barcelona,Apartment,From 27 April,1900,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1008888,Barcelona
592489,barcelona,Room,From 2 March,800,instant booking,Room for rent in 3 bedroom apartment next to La Rambla,https://www.spotahome.com/barcelona/for-rent:rooms/592489,La Rambla
1218458,barcelona,Room,From 2 March,890,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218458,Barcelona
103908,barcelona,Room,From 3 March,735-945,bills included,Cozy room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/103908,Eixample
1088837,barcelona,Room,From 2 March,550,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1088837,Barcelona
127992,barcelona,Room,From 2 March,1100-1300,bills included,Timeless room in 6-bedroom apartment in La Barceloneta,https://www.spotahome.com/barcelona/for-rent:rooms/127992,La Barceloneta
958185,barcelona,Room,From 20 March,580,bills included,Room for rent in 4-bedroom apartment in Porta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/958185,Porta
1173533,barcelona,Room,From 10 April,570,instant booking,Room for rent in 5-bedroom apartment in Badalona Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1173533,Badalona
969485,barcelona,Apartment,From 2 March,2300,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/969485,Barcelona
1202218,barcelona,Room,From 2 March,750,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202218,Barcelona
635312,barcelona,Apartment,From 2 April,2100,bills included,3-bedroom apartment for rent in Can Baró Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/635312,Can Baró
1196103,barcelona,Studio,From 3 March,1500-1800,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1196103,Barcelona
601328,barcelona,Room,From 2 March,600,instant booking,Stay in a coliving in the Gothic Quarter,https://www.spotahome.com/barcelona/for-rent:rooms/601328,Gothic Quarter
1165887,barcelona,Studio,From 24 March,1500,bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1165887,Barcelona
131434,barcelona,Room,From 1 April,615,bills included,Room for rent in shared apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/131434,Poblenou
780734,barcelona,Room,From 3 March,999,bills included,Room in shared apartment in Valencia,https://www.spotahome.com/barcelona/for-rent:rooms/780734,Valencia
780735,barcelona,Room,From 3 March,999,bills included,Room in shared apartment in Valencia,https://www.spotahome.com/barcelona/for-rent:rooms/780735,Valencia
780733,barcelona,Room,From 3 March,999,bills included,Room in shared apartment in Valencia,https://www.spotahome.com/barcelona/for-rent:rooms/780733,Valencia
780732,barcelona,Room,From 3 March,999,bills included,Room in shared apartment in Valencia,https://www.spotahome.com/barcelona/for-rent:rooms/780732,Valencia
1091697,barcelona,Apartment,From 26 March,1390,some bills included,Wonderful furnished apartment in Gracia,https://www.spotahome.com/barcelona/for-rent:apartments/1091697,Gracia
94934,barcelona,Room,From 1 November,650,bills included,Room in shared apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94934,Gracia
1196123,barcelona,Apartment,From 22 March,1800-2700,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196123,Barcelona
927069,barcelona,Room,From 30 March,781,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/927069,Barcelona
166585,barcelona,Room,From 1 May,600,some bills included,Stylish room in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/166585,El Raval
592507,barcelona,Room,From 10 March,650,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592507,Barcelona
281343,barcelona,Room,From 7 March,650,some bills included,Cosy room for rent in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/281343,Eixample Dreta
1013050,barcelona,Room,From 3 March,1008,bills included,Room for rent in 8-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1013050,Eixample
133308,barcelona,Room,From 2 March,850,bills included,Interior room in 8-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/133308,Gracia
426452,barcelona,Room,From 2 March,980,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/426452,Barcelona
443848,barcelona,Room,From 2 March,900-1050,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/443848,Barcelona
517331,barcelona,Studio,From 1 June,1100,instant booking,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/517331,Barcelona
229676,barcelona,Room,From 14 April,650-775,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/229676,Barcelona
735434,barcelona,Room,From 7 March,900,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/735434,Barcelona
321836,barcelona,Room,From 2 March,850,bills included,Room for rent in 9-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/321836,Gracia
1051892,barcelona,Room,From 3 March,520,bills included,Room in shared apartment in Valencia,https://www.spotahome.com/barcelona/for-rent:rooms/1051892,Valencia
650167,barcelona,Apartment,From 3 April,1500,instant booking,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/650167,Barcelona
127987,barcelona,Room,From 2 March,900-1000,bills included,Big room in 6-bedroom apartment in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/127987,La Barceloneta
931844,barcelona,Room,From 30 April,520,instant booking,Room for rent in 8-bedroom house in Collblanc Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931844,Collblanc
124462,barcelona,Apartment,From 8 March,2490,bills included,Stunning 2-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/124462,El Born
1089741,barcelona,Room,From 1 May,490,instant booking,Room for rent in shared 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089741,Barcelona
952843,barcelona,Room,From 5 March,835,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952843,Barcelona
1014842,barcelona,Studio,From 16 May,1100,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1014842,Barcelona
1007849,barcelona,Room,From 3 March,918,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1007849,Barcelona
936155,barcelona,Room,From 20 April,800-950,bills included,Room for rent in 4-bedroom house in Bellaterra Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/936155,Bellaterra
84403,barcelona,Room,From 1 April,650,bills included,Comfortable room in 5-bedroom apartment Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/84403,Gracia
337400,barcelona,Studio,From 2 March,1650-2700,instant booking,Chic renovated studio for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/337400,El Born
577222,barcelona,Room,From 1 June,515,bills included,Cozy Roomshare in Carrer de Balmes,https://www.spotahome.com/barcelona/for-rent:rooms/577222,Carrer de Balmes
624009,barcelona,Room,From 30 April,440,instant booking,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/624009,L'Hospitalet de Llobregat
1196104,barcelona,Apartment,From 3 March,2100-2550,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196104,Barcelona
207726,barcelona,Apartment,From 14 May,1100,some bills included,2-bed apartment for rent Esplugues de Llobregat Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/207726,Esplugues de Llobregat
213409,barcelona,Room,From 2 April,535-680,bills included,Cozy room in 5-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/213409, Gòtic
1085595,barcelona,Apartment,From 4 April,2203,bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1085595,Barcelona
1169111,barcelona,Apartment,From 4 April,2274,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1169111,Barcelona
309517,barcelona,Room,From 1 April,550,some bills included,Room for rent in 5-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/309517,Sarrià-Sant Gervasi
985254,barcelona,Room,From 2 March,850,bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/985254,L'Hospitalet de Llobregat
985255,barcelona,Room,From 2 March,850,bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/985255,L'Hospitalet de Llobregat
1020049,barcelona,Room,From 3 March,780,no deposit,Room for rent in 13-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1020049,Barcelona
999587,barcelona,Room,From 7 April,450,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/999587,Barcelona
1014450,barcelona,Room,From 2 March,575,some bills included,Room in shared apartment in Sant Feliu de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1014450,Sant Feliu de Llobregat
305082,barcelona,Room,From 1 April,450,bills included,Room for rent in 4-bedroom apartment in Horta-Guinardó,https://www.spotahome.com/barcelona/for-rent:rooms/305082,Horta-Guinardó
929412,barcelona,Room,From 3 March,766,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929412,Barcelona
1205900,barcelona,Room,From 31 March,840,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1205900,Barcelona
754776,barcelona,Room,From 4 March,825,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/754776,Barcelona
954089,barcelona,Room,From 7 April,650,some bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954089,Barcelona
346844,barcelona,Room,From 17 April,580,some bills included,Room for rent in 4-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/346844, Gòtic
915923,barcelona,Room,From 4 April,699,instant booking,Rooms for rent in a 7-Bedrooms apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/915923,Barcelona
1088851,barcelona,Room,From 2 March,590,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1088851,Barcelona
1011893,barcelona,Room,From 2 March,930,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1011893,Barcelona
1071633,barcelona,Room,From 2 May,600,bills included,Nice room for rent in cozy 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1071633,Barcelona
