Reference Number,Bedrooms,Flatmates,Bathrooms,Area
154505,No info,10,1,200
926892,1,No info,No info,No info
475697,3,No info,2,67
787230,2,No info,1,70
1089813,2,No info,2,65
625135,4,No info,No info,130
523103,2,No info,2,80
810040,4,No info,3,220
625192,3,No info,No info,80
300924,1,No info,1,57
300927,1,No info,1,46
625152,3,No info,No info,80
1209009,1,No info,1,40
1192211,No info,No info,1,40
1089740,No info,6,2,120
348923,No info,3,1,120
368488,No info,4,2,107
348924,No info,3,1,120
1219799,No info,6,2,140
616262,1,No info,1,65
366729,2,No info,1,52
89150,No info,3,1,75
975962,No info,3,1,No info
318733,1,No info,1,45
1217905,No info,7,2,No info
149980,No info,No info,1,19
956794,No info,5,1,92
1216232,1,No info,1,45
1074415,No info,No info,1,20
641985,1,No info,1,50
653836,No info,No info,1,30
695115,1,No info,1,30
206777,No info,7,1,125
331728,No info,3,1,90
1085527,2,No info,1,48
474847,No info,No info,1,23
1200417,No info,5,1,No info
821372,1,No info,1,No info
341954,No info,4,2,100
131101,No info,No info,1,20
389487,No info,4,1,No info
1021951,No info,4,2,80
300540,No info,No info,1,18
396755,No info,2,1,95
1091033,2,No info,1,No info
113346,No info,4,1,90
962131,No info,4,2,100
389488,No info,4,1,No info
219438,No info,5,2,92
84872,No info,4,2,95
1191068,No info,No info,1,14
380616,No info,No info,1,35
116036,No info,2,1,80
1201239,No info,4,1,90
564985,No info,7,2,200
1187788,2,No info,1,90
512469,No info,7,2,190
426669,1,No info,1,65
954941,No info,4,2,80
263061,No info,No info,1,23
343859,2,No info,1,75
269839,1,No info,1,40
266520,No info,3,1,No info
389490,No info,4,1,No info
92226,1,No info,1,No info
280272,No info,3,No info,No info
780745,5,No info,2,119
443687,1,No info,1,55
561224,No info,No info,1,35
560035,No info,4,1,70
1203362,2,No info,2,80
1012814,No info,7,3,115
353863,2,No info,1,60
241914,2,No info,1,47
1210202,No info,4,1,80
117255,1,No info,1,50
204274,No info,3,1,65
1173729,1,No info,No info,No info
1074419,2,No info,2,110
1022796,No info,4,1,No info
263065,No info,No info,1,16
1217903,No info,7,2,No info
294582,1,No info,1,35
152497,1,No info,2,55
360451,No info,3,1,65
1012817,No info,7,3,115
828950,2,No info,1,No info
384216,1,No info,1,40
1003616,No info,No info,1,37
368485,No info,4,2,107
595144,2,No info,1,70
111757,1,No info,1,58
127087,No info,5,1,100
255528,1,No info,1,70
460646,1,No info,1,45
592868,No info,No info,1,50
568869,No info,3,1,65
1089548,No info,No info,1,50
280327,1,No info,1,30
991389,2,No info,1,No info
474051,No info,3,1,70
275740,1,No info,1,65
1217904,No info,7,2,No info
580587,1,No info,1,No info
1069099,1,No info,No info,No info
1013670,No info,4,1,100
344370,No info,4,1,90
350886,No info,5,2,90
765663,No info,No info,1,32
113345,No info,4,1,90
607913,No info,5,2,150
335859,No info,2,1,85
107077,2,No info,1,65
228711,1,No info,1,50
389489,No info,4,1,No info
290903,No info,No info,1,30
356558,No info,4,1,90
266519,No info,3,1,No info
937632,No info,3,1,No info
596184,1,No info,1,28
127088,No info,5,1,100
1084626,No info,No info,1,55
344373,No info,4,1,90
261120,No info,3,1,65
568868,No info,3,1,65
967799,No info,4,1,70
1091590,No info,6,No info,No info
110495,No info,4,1,100
988172,No info,7,2,No info
368486,No info,4,2,107
200389,No info,3,1,65
1201237,No info,4,1,90
272430,2,No info,1,50
240988,No info,7,1,140
443829,2,No info,1,36
314976,1,No info,1,47
344372,No info,4,1,90
237005,No info,3,1,75
634376,No info,4,2,85
396754,No info,2,1,95
317441,No info,3,1,98
1022271,No info,3,1,80
782614,1,No info,1,65
438968,No info,3,1,70
224410,No info,No info,1,27
1085555,No info,4,2,No info
1189757,2,No info,1,No info
382022,1,No info,1,40
129985,No info,4,1,77
83355,No info,5,1,100
1199393,No info,4,3,150
103906,No info,4,1,120
1202215,1,No info,1,No info
138939,No info,4,3,100
96873,No info,No info,1,49
982064,No info,No info,1,68
311779,No info,5,2,120
1199390,No info,4,3,150
372176,No info,5,2,80
123406,1,No info,1,35
1174520,2,No info,1,65
209765,No info,No info,1,45
266518,No info,3,1,No info
149490,1,No info,1,40
1005662,1,No info,No info,No info
344371,No info,4,1,90
958924,2,No info,No info,No info
425473,2,No info,2,60
770414,No info,2,1,No info
296498,2,No info,No info,35
313428,No info,2,1,90
293063,1,No info,1,45
233534,2,No info,1,72
386600,No info,4,2,100
374384,1,No info,1,45
916915,1,No info,1,No info
119794,No info,No info,1,20
293068,1,No info,1,47
254422,No info,4,1,110
937332,2,No info,1,52
768725,No info,6,1,No info
923029,No info,7,3,70
615553,3,No info,1,96
328660,No info,No info,1,15
636027,3,No info,1,55
368487,No info,4,2,107
155486,No info,7,2,150
398209,1,No info,1,33
89868,No info,5,1,110
344667,1,No info,1,49
334739,No info,4,1,60
139397,2,No info,1,60
133863,No info,No info,1,50
233556,No info,3,1,200
85519,No info,4,1,100
762494,No info,5,2,No info
956795,No info,5,1,92
150066,No info,No info,1,23
295432,No info,4,1,75
460053,No info,3,1,100
112860,No info,4,2,100
155487,No info,7,2,150
935452,No info,7,2,142
122998,2,No info,1,60
934161,No info,5,2,160
596510,No info,4,2,90
1007718,No info,5,No info,No info
1201238,No info,4,1,90
992179,No info,5,1,No info
619778,No info,No info,1,22
263754,2,No info,1,65
1071113,No info,4,No info,No info
229413,No info,7,2,122
438967,No info,3,1,70
1091470,No info,6,1,100
328919,No info,4,1,105
90784,No info,5,1,100
112861,No info,4,2,100
952420,No info,5,No info,96
952421,No info,5,No info,96
412098,No info,3,1,65
773690,No info,4,1,80
132685,No info,10,3,180
347955,No info,4,2,100
956792,No info,5,1,92
995510,No info,3,1,65
577218,No info,8,3,250
344632,No info,3,1,14
978971,1,No info,1,49
947663,No info,6,2,180
962168,1,No info,1,No info
625245,No info,No info,1,No info
925296,No info,No info,1,39
926993,No info,No info,1,50
360701,1,No info,1,35
84901,No info,5,2,140
623644,1,No info,1,50
341952,No info,4,2,100
341951,No info,4,2,100
341953,No info,4,2,100
142522,No info,3,1,90
935498,No info,5,2,96
318231,No info,No info,1,32
128155,1,No info,1,43
326656,No info,4,5,350
688265,No info,4,1,63
579899,No info,4,1,No info
289245,2,No info,1,50
213820,No info,3,1,50
128152,No info,8,2,175
237006,No info,3,1,75
150420,No info,4,1,99
271219,2,No info,1,38
224785,No info,5,2,140
313505,No info,4,2,110
229411,No info,7,2,122
969041,No info,5,2,No info
1173536,No info,5,2,80
281633,1,No info,1,30
374499,No info,No info,1,35
305651,No info,7,1,161
914508,No info,3,1,No info
301720,2,No info,1,100
777446,No info,4,1,80
226798,No info,6,No info,128
1003972,No info,7,2,No info
1191072,No info,No info,1,No info
346253,1,No info,1,40
994854,No info,11,No info,No info
956466,No info,4,1,No info
345144,1,No info,1,40
1088041,No info,2,1,64
242344,No info,3,2,120
400763,No info,11,2,180
143735,No info,3,1,69
580486,No info,1,1,No info
264511,3,No info,2,80
962501,No info,3,1,80
973634,No info,5,1,No info
969267,No info,No info,1,40
1173534,No info,5,2,80
973588,No info,4,2,100
994476,2,No info,1,36
204961,No info,7,1,No info
90037,No info,6,2,170
999559,2,No info,2,75
337903,No info,3,1,90
984067,No info,4,1,No info
1072186,1,No info,1,No info
446497,No info,4,2,120
1006127,No info,No info,1,37
962852,No info,7,No info,No info
961366,No info,3,1,No info
782772,1,No info,1,No info
967691,No info,6,3,No info
1073402,No info,No info,1,37
441965,No info,3,2,70
136686,2,No info,1,50
928205,No info,2,1,62
344631,No info,3,1,14
935577,No info,6,2,102
372802,No info,13,2,280
112862,No info,4,2,100
1085721,No info,4,1,90
282797,No info,3,1,90
105390,No info,4,No info,110
928770,No info,5,3,107
935586,No info,6,2,105
927713,No info,5,No info,No info
1076240,No info,5,1,No info
118629,1,No info,No info,No info
114981,No info,4,1,75
1088747,No info,1,2,435
345158,1,No info,1,65
205377,No info,9,3,167
205381,No info,9,3,167
90591,No info,4,2,72
289296,2,No info,No info,No info
767447,No info,5,1,200
87823,No info,4,2,100
1083004,No info,8,2,No info
922875,No info,7,3,No info
1187882,No info,No info,1,35
1022300,1,No info,1,No info
346183,No info,4,2,105
927715,No info,5,No info,No info
201750,2,No info,1,58
1076242,No info,5,1,No info
85522,No info,4,1,100
596798,No info,3,1,No info
596796,No info,3,1,No info
937374,No info,3,1,No info
952759,No info,8,No info,126
952762,No info,8,No info,126
308433,No info,No info,1,38
150984,2,No info,1,40
144185,1,No info,1,40
640989,No info,4,1,100
1217902,No info,7,2,No info
1089801,No info,5,2,No info
308434,No info,No info,1,45
948288,No info,5,4,150
120981,No info,7,2,132
123054,1,No info,1,47
580869,No info,2,1,No info
978185,No info,4,2,No info
360114,No info,4,1,107
1014986,No info,2,No info,No info
1198408,No info,No info,1,50
577220,No info,8,3,250
124350,1,No info,1,42
228919,No info,3,2,170
947666,No info,6,2,180
1168148,No info,1,2,75
110567,No info,5,1,100
1174409,No info,3,2,25
961368,No info,3,1,No info
326654,No info,4,5,350
358361,No info,1,1,60
996634,No info,3,1,90
347029,No info,No info,1,No info
1003789,No info,4,2,90
266715,2,No info,2,50
1091460,No info,8,3,170
90038,No info,6,2,170
348922,No info,3,1,120
962800,No info,5,No info,No info
153339,No info,10,3,250
967797,No info,4,1,70
1069836,No info,10,4,350
203830,2,No info,1,50
426480,3,No info,1,60
973586,No info,4,2,100
267322,1,No info,1,35
390129,No info,3,1,65
312276,2,No info,1,55
330399,No info,9,2,200
125282,2,No info,1,75
1010767,3,No info,1,65
780766,1,No info,1,40
1012811,No info,7,3,115
602411,No info,8,3,170
129578,3,No info,1,92
382879,No info,5,2,100
330405,No info,9,2,200
229416,No info,7,2,No info
330406,No info,9,2,200
220680,No info,4,2,85
653892,No info,4,1,120
906058,No info,3,1,No info
230189,No info,2,1,70
114980,No info,4,1,75
1080597,No info,6,2,140
203537,No info,10,2,150
207444,No info,10,2,150
596540,1,No info,1,50
372784,No info,10,6,120
1073620,No info,3,1,No info
84704,No info,4,1,75
1022281,No info,3,1,70
972206,No info,3,1,No info
976674,3,No info,1,No info
226281,2,No info,1,30
124901,No info,No info,1,33
241868,2,No info,1,54
594741,No info,No info,1,40
356559,No info,4,1,90
148752,1,No info,1,48
330400,No info,9,2,200
400770,No info,11,2,180
268295,3,No info,1,60
959176,No info,No info,1,20
299836,1,No info,1,30
330398,No info,9,2,200
339204,2,No info,2,65
370582,1,No info,1,25
225918,2,No info,1,45
952871,No info,10,No info,191
963497,2,No info,1,60
639702,No info,7,3,125
983362,3,No info,1,60
345143,No info,No info,1,28
1064366,No info,4,No info,No info
861694,No info,5,2,No info
129984,No info,4,1,77
948411,No info,3,No info,No info
138940,No info,4,3,100
928788,No info,4,2,100
117261,1,No info,1,45
117258,1,No info,1,50
602486,1,No info,1,No info
601285,No info,6,2,75
1073665,No info,2,1,80
774397,No info,5,2,196
560031,No info,3,1,75
949532,No info,4,1,80
936740,No info,5,No info,No info
347831,No info,4,2,70
408045,No info,3,1,90
997505,2,No info,1,57
604110,3,No info,2,86
453350,1,No info,1,No info
935580,No info,6,2,102
388719,No info,No info,1,40
653376,3,No info,1,No info
594655,No info,2,1,No info
90918,3,No info,1,65
431637,1,No info,1,47
239336,1,No info,1,No info
455021,3,No info,2,90
724303,No info,2,1,70
259761,No info,4,2,120
983461,No info,4,No info,No info
308007,No info,4,2,120
111760,No info,No info,1,58
927717,No info,5,No info,No info
118633,No info,18,5,460
85372,4,No info,1,80
444434,No info,No info,1,70
209253,1,No info,1,34
1073664,No info,2,1,80
264264,No info,4,2,130
218380,2,No info,1,No info
301771,No info,6,3,150
95338,No info,9,2,230
1021948,No info,4,2,80
1066409,No info,4,1,130
1064367,No info,4,No info,No info
470738,2,No info,2,75
986483,No info,3,1,No info
129986,No info,4,1,77
304765,2,No info,1,No info
935589,No info,6,2,105
313243,No info,3,1,60
87822,No info,4,2,100
205380,No info,9,3,167
1212139,2,No info,1,70
966578,No info,7,3,150
950622,No info,5,4,No info
117268,2,No info,1,50
1010566,No info,3,1,50
313244,No info,3,1,60
818574,1,No info,1,50
360115,No info,4,1,107
115006,No info,5,2,120
123167,2,No info,1,90
1014568,1,No info,1,40
962500,No info,3,1,80
393278,No info,3,1,55
314172,1,No info,1,65
576789,1,No info,1,60
599082,1,No info,1,57
321839,No info,9,4,150
364066,No info,3,1,70
86428,No info,No info,1,35
639632,No info,3,2,50
293926,No info,No info,1,20
924337,No info,5,1,114
116324,3,No info,1,50
1003153,No info,2,2,95
128483,No info,6,3,200
104653,No info,4,2,120
643438,1,No info,1,60
1070821,3,No info,2,101
957678,No info,3,1,90
222743,2,No info,2,60
975963,No info,3,1,No info
774398,No info,5,2,196
1201236,No info,4,1,90
206275,1,No info,1,35
206272,1,No info,1,35
90593,No info,4,2,72
148758,2,No info,1,48
129745,No info,3,1,100
205379,No info,9,3,167
220681,No info,4,2,85
601141,No info,5,1,110
1090916,No info,5,2,No info
344248,No info,3,2,100
1190805,No info,5,2,142
126686,No info,4,1,80
1086022,1,No info,1,No info
1190802,No info,5,2,142
650947,No info,3,1,50
211691,2,No info,1,55
986481,No info,3,1,No info
232145,2,No info,1,81
952427,No info,5,No info,94
952422,No info,5,No info,96
952406,No info,5,1,96
90236,No info,11,2,200
242041,2,No info,1,No info
136579,No info,No info,1,45
1000050,No info,7,2,136
1000052,No info,7,2,136
268357,No info,2,1,45
607950,2,No info,1,65
305647,No info,7,1,161
292316,No info,3,1,65
144682,No info,4,2,100
254421,No info,4,1,110
929872,No info,9,2,No info
137123,3,No info,1,70
392416,No info,2,1,100
441548,3,No info,1,74
928829,2,No info,1,60
1076258,No info,5,1,No info
325341,No info,2,2,120
372774,No info,14,3,320
133309,No info,8,4,200
964042,No info,No info,1,No info
302342,1,No info,1,40
423566,3,No info,1,75
369382,No info,4,1,90
156207,2,No info,1,70
1014566,No info,4,2,96
916481,No info,6,2,169
953463,No info,4,1,No info
302438,No info,4,1,100
130879,No info,4,2,75
220568,1,No info,1,60
398051,No info,No info,1,30
343611,1,No info,1,50
639633,No info,3,2,50
1197377,No info,No info,1,60
301319,1,No info,1,45
836796,No info,4,1,No info
954688,No info,3,1,No info
261363,No info,No info,1,156
580285,No info,1,2,No info
560257,No info,2,1,64
988026,No info,No info,1,55
313427,No info,2,1,90
927790,No info,5,2,No info
456522,No info,7,4,No info
639147,No info,6,2,No info
146303,1,No info,1,No info
976380,2,No info,1,50
84220,No info,4,2,110
128481,No info,6,3,200
85459,1,No info,1,40
832369,No info,No info,1,18
601184,No info,9,3,167
581120,No info,2,2,No info
971304,2,No info,1,90
990702,1,No info,1,No info
1064379,No info,4,1,No info
257379,1,No info,1,65
366465,No info,4,1,140
331196,No info,5,2,120
453347,2,No info,1,87
954925,No info,3,1,80
123070,2,No info,1,80
233816,2,No info,1,42
1088677,No info,3,3,160
1211672,No info,2,1,60
347956,No info,4,2,100
935578,No info,6,2,102
1076598,No info,6,4,160
601318,No info,6,2,75
927704,No info,9,No info,No info
354224,1,No info,1,60
382881,No info,5,2,100
84283,No info,3,1,90
1076595,No info,6,4,160
997369,No info,3,1,150
359310,No info,No info,1,30
954977,1,No info,1,No info
611226,1,No info,1,60
1075055,2,No info,1,80
130880,No info,4,2,75
349243,1,No info,1,50
781489,No info,14,4,380
1084887,No info,3,2,110
302697,No info,7,4,195
1010370,No info,5,2,114
215713,No info,7,1,140
387211,2,No info,1,50
1083393,2,No info,1,100
821347,No info,7,1,No info
1069828,No info,10,4,350
953701,No info,4,1,No info
977404,No info,5,2,No info
390767,No info,No info,1,55
240347,No info,No info,1,50
782779,No info,No info,1,No info
303515,7,No info,3,180
996856,3,No info,2,No info
387455,2,No info,1,50
201523,No info,6,5,No info
929547,No info,7,3,No info
928768,No info,5,3,107
1064377,No info,4,1,No info
767444,No info,5,1,200
726062,No info,4,4,130
1080598,No info,6,2,140
579946,No info,2,2,No info
401078,2,No info,1,55
963612,1,No info,2,133
818554,No info,3,1,70
427473,3,No info,1,70
952916,No info,8,No info,127
952845,No info,8,No info,133
1004894,No info,5,2,120
997167,No info,4,1,100
294347,No info,3,1,98
128479,No info,6,3,200
354198,1,No info,1,60
575556,No info,No info,1,70
448074,1,No info,1,43
1217899,No info,7,2,No info
963068,1,No info,1,35
1190170,No info,4,1,No info
1187887,No info,4,1,70
1066811,No info,3,1,80
580449,No info,2,1,No info
126979,No info,8,2,180
349167,No info,2,2,92
861690,No info,5,2,No info
599077,1,No info,1,55
396064,No info,5,1,85
123233,No info,3,1,100
967686,No info,6,3,No info
769886,1,No info,1,32
443837,2,No info,1,36
988170,No info,6,2,No info
928093,No info,3,1,65
1020053,No info,13,5,350
282171,No info,No info,1,37
933275,No info,2,1,80
347232,1,No info,1,35
982711,No info,5,5,120
1085916,2,No info,1,No info
378663,No info,3,3,150
165970,No info,3,1,70
246217,2,No info,2,77
1203203,2,No info,2,No info
975964,No info,3,1,No info
340904,1,No info,1,80
769871,No info,14,4,380
401630,No info,4,2,100
1073434,1,No info,1,75
1086214,1,No info,1,No info
452555,3,No info,1,70
1019685,No info,3,1,70
90232,No info,11,2,200
356560,No info,4,1,90
1076243,No info,5,1,No info
138392,1,No info,No info,No info
1080601,No info,6,2,140
110566,No info,5,1,100
205743,No info,No info,1,33
485935,No info,4,4,No info
296296,No info,4,2,110
1081528,1,No info,1,65
950983,No info,6,2,140
348925,2,No info,1,60
253255,2,No info,3,200
1073621,No info,3,1,No info
947661,No info,6,2,180
611236,No info,4,1,No info
933833,2,No info,1,61
981792,No info,4,1,No info
351039,No info,No info,1,50
344633,No info,3,1,14
295039,No info,3,1,65
1013381,2,No info,2,75
133287,2,No info,1,51
1069833,No info,10,4,350
999585,No info,5,No info,No info
282168,2,No info,1,60
1173532,No info,5,2,80
345091,No info,5,2,90
1162029,No info,5,1,120
726626,1,No info,No info,No info
104655,No info,4,2,120
440124,1,No info,1,55
374268,No info,2,1,110
354202,1,No info,1,60
744239,No info,5,4,No info
201531,No info,6,No info,134
927706,No info,9,No info,No info
934407,2,No info,1,55
259146,1,No info,1,34
279217,2,No info,2,58
952416,No info,5,No info,94
87824,No info,4,2,100
306817,2,No info,1,60
223626,No info,2,1,83
1018188,2,No info,1,35
962747,1,No info,1,65
1205831,2,No info,1,No info
766916,No info,No info,1,No info
282162,No info,No info,1,45
592476,No info,3,No info,No info
437013,No info,2,1,65
291268,2,No info,2,70
229410,No info,7,2,122
1010371,No info,5,2,114
602417,No info,8,3,170
129505,1,No info,1,50
229719,No info,3,2,105
276123,1,No info,1,40
403033,No info,7,5,No info
431815,2,No info,1,70
1068097,No info,No info,1,30
997263,2,No info,2,90
246285,1,No info,1,55
83354,No info,5,1,100
338816,1,No info,1,35
774401,No info,5,2,196
1091585,No info,6,No info,No info
289644,2,No info,1,50
969342,2,No info,2,70
90442,No info,8,2,244
593154,No info,2,1,160
1069834,No info,10,4,350
832008,No info,No info,1,24
1091586,No info,6,No info,No info
986623,No info,3,1,65
858920,2,No info,1,60
132846,2,No info,1,90
944070,3,No info,1,78
1085414,2,No info,1,70
1194247,2,No info,1,60
513363,No info,9,4,200
1022794,No info,4,1,No info
138942,No info,4,3,100
225914,No info,No info,1,28
225658,No info,No info,1,45
225657,No info,No info,1,28
218318,No info,10,2,200
212664,3,No info,1,70
595422,2,No info,1,50
956416,No info,5,1,90
1074231,No info,No info,1,65
309734,No info,No info,1,64
603073,No info,No info,1,60
983930,No info,No info,1,60
85460,1,No info,1,40
85520,No info,4,1,100
639149,No info,6,2,No info
306304,No info,5,3,115
205400,No info,4,1,124
1075383,No info,3,2,150
330169,No info,4,1,90
592531,No info,3,No info,No info
754837,No info,4,2,140
208766,No info,3,2,70
569879,No info,3,2,100
245653,2,No info,2,62
104656,No info,4,2,120
106845,2,No info,1,80
110565,No info,5,1,100
330403,No info,9,2,200
508518,No info,4,2,95
1004876,3,No info,No info,No info
89867,No info,5,1,110
997370,No info,3,1,150
621056,1,No info,1,55
1080633,1,No info,1,40
963074,1,No info,1,35
963072,1,No info,1,35
963070,1,No info,1,35
340906,1,No info,1,80
146451,No info,7,2,120
967690,No info,6,3,No info
90783,No info,5,1,100
254102,No info,4,1,110
976441,No info,No info,No info,No info
996766,1,No info,1,No info
1003961,No info,7,2,No info
456524,No info,7,4,No info
781409,2,No info,2,80
1020433,3,No info,1,No info
289792,2,No info,2,No info
1088359,1,No info,No info,No info
1212137,1,No info,1,40
963585,No info,No info,1,25
433761,2,No info,2,70
576228,2,No info,1,50
592471,No info,4,No info,No info
345090,No info,5,2,90
343484,No info,No info,1,80
1067625,No info,4,2,No info
1067624,No info,4,2,No info
639634,No info,3,2,50
122990,2,No info,2,67
1173941,No info,1,1,200
1018587,2,No info,1,60
389747,2,No info,1,65
294348,No info,3,1,98
282167,No info,No info,1,30
935459,No info,2,No info,No info
928786,No info,4,2,100
304870,1,No info,1,42
123073,1,No info,1,65
381182,2,No info,1,55
929080,No info,No info,1,40
282069,No info,4,2,100
1003046,No info,5,3,220
401629,No info,4,2,100
141627,2,No info,1,70
956810,2,No info,1,70
508519,No info,4,2,95
1076259,No info,5,1,No info
1077566,No info,4,2,120
344247,No info,3,2,100
344246,No info,3,2,100
928272,2,No info,1,No info
620357,2,No info,2,75
989512,3,No info,No info,No info
345173,2,No info,1,65
1210201,No info,4,1,80
213752,No info,4,3,150
516634,1,No info,1,55
123845,No info,6,5,333
853980,No info,2,1,70
639704,No info,7,3,125
1004061,No info,7,No info,No info
347957,No info,4,2,100
893978,No info,No info,1,41
382878,No info,5,2,100
314320,No info,No info,No info,No info
104654,No info,4,2,120
472020,1,No info,1,40
90041,No info,6,2,170
102549,No info,7,2,180
154770,3,No info,1,63
378646,3,No info,1,No info
201876,1,No info,1,48
271640,3,No info,1,78
302094,1,No info,1,74
992640,2,No info,2,65
374312,1,No info,1,50
932609,No info,No info,1,35
987607,No info,No info,1,40
1051895,No info,4,1,No info
90440,No info,8,2,244
345246,No info,3,1,100
333439,3,No info,2,90
510859,No info,No info,1,25
220679,No info,4,2,85
1012818,2,No info,No info,No info
154498,No info,10,1,200
1004893,No info,5,2,120
965972,No info,7,5,No info
958939,2,No info,1,65
598373,1,No info,1,50
598350,1,No info,1,50
368154,2,No info,1,No info
759602,No info,7,5,No info
1217900,No info,7,2,No info
339203,No info,No info,1,35
423387,3,No info,2,97
602429,2,No info,1,80
1196116,2,No info,No info,No info
156355,1,No info,1,60
787233,2,No info,1,70
1014936,No info,1,1,80
126372,No info,5,2,120
248573,No info,No info,1,35
976442,No info,No info,No info,No info
924336,No info,5,1,114
927758,No info,No info,1,30
988110,No info,10,5,No info
932578,No info,8,4,270
767445,No info,5,1,200
640969,No info,5,2,101
1089803,No info,5,2,No info
1004895,No info,5,2,120
375676,2,No info,1,70
1064373,No info,6,No info,No info
769336,No info,5,5,200
994106,1,No info,1,No info
1199463,1,No info,1,No info
929078,No info,3,1,80
984542,1,No info,1,No info
1076244,No info,5,1,No info
759601,No info,7,5,No info
1197411,No info,4,2,120
954777,No info,6,2,115
136580,No info,No info,1,45
319900,No info,4,1,110
950985,No info,6,2,140
770572,2,No info,2,79
601180,No info,9,3,167
935194,No info,4,2,117
991134,No info,3,2,95
403037,No info,7,5,No info
293761,2,No info,1,50
952275,No info,5,1,No info
1014867,No info,8,3,280
977006,No info,1,1,70
1091589,No info,6,No info,No info
137374,2,No info,2,75
130881,No info,4,2,75
513167,3,No info,2,75
289780,2,No info,2,65
289783,2,No info,2,No info
917226,2,No info,1,75
938859,2,No info,2,92
282164,2,No info,1,80
513598,3,No info,2,75
414722,2,No info,1,45
304771,1,No info,1,No info
1091588,No info,6,No info,No info
207357,No info,4,2,100
894008,2,No info,1,62
977837,No info,8,4,160
1172538,No info,6,4,127
118261,No info,4,2,124
608901,No info,4,2,112
1091587,No info,6,No info,No info
985436,2,No info,2,80
1016325,No info,3,2,150
122989,No info,8,2,189
408047,No info,3,1,90
922874,No info,7,3,No info
965847,No info,7,7,No info
345168,2,No info,1,60
601183,No info,9,3,167
973268,No info,6,2,No info
989095,No info,No info,1,35
916486,No info,6,2,169
1006208,2,No info,No info,No info
1003567,3,No info,2,325
146471,No info,9,2,120
973157,No info,4,2,No info
1000051,No info,7,2,136
299970,2,No info,1,80
377913,3,No info,1,90
988166,No info,6,2,No info
1167866,No info,5,2,150
351486,No info,4,2,86
426327,2,No info,2,75
965844,No info,7,5,No info
592468,No info,3,No info,No info
404501,No info,No info,1,25
1076416,No info,2,1,70
411854,1,No info,1,40
953478,1,No info,No info,No info
759600,No info,7,5,No info
640972,No info,5,2,101
1015036,No info,No info,1,50
354214,No info,No info,1,40
216221,No info,No info,1,No info
743923,2,No info,1,70
115423,1,No info,1,52
126984,No info,8,2,180
146466,No info,9,2,120
769686,2,No info,2,83
1076415,No info,2,1,70
95342,No info,9,2,230
930855,2,No info,1,89
965843,No info,7,5,No info
475690,2,No info,1,56
469576,2,No info,1,56
345247,No info,3,1,100
1064365,No info,4,No info,No info
1021773,3,No info,2,1000
343406,1,No info,1,48
128480,No info,6,3,200
436672,1,No info,1,57
935684,No info,5,1,77
620349,2,No info,2,75
1181512,No info,3,No info,No info
349470,3,No info,1,80
512513,No info,6,1,17
216224,1,No info,1,No info
935682,No info,5,1,77
311704,1,No info,1,80
354194,No info,No info,1,45
229717,No info,3,2,105
963701,No info,7,5,No info
354197,No info,No info,1,40
401611,3,No info,2,65
991136,No info,3,2,95
300184,No info,4,3,90
409057,No info,4,1,No info
953658,No info,No info,1,25
340908,No info,No info,1,30
759598,No info,7,5,No info
469042,2,No info,1,55
143948,2,No info,1,60
935664,No info,6,3,No info
146294,2,No info,1,No info
931849,No info,8,2,140
991135,No info,3,2,95
778202,1,No info,1,40
90231,No info,11,2,200
689220,2,No info,1,60
607122,2,No info,1,48
933377,1,No info,1,48
933375,1,No info,1,48
953559,1,No info,1,No info
953565,1,No info,1,50
1021894,3,No info,1,No info
831945,No info,3,1,No info
964473,No info,5,1,70
568879,1,No info,1,131
300571,No info,No info,1,60
1175770,1,No info,1,80
969040,No info,5,2,No info
641670,1,No info,1,66
1066810,No info,3,1,80
759597,No info,7,5,No info
1182783,1,No info,No info,No info
596226,1,No info,1,55
344792,No info,No info,1,50
1019189,2,No info,1,44
202673,No info,5,2,130
994805,No info,7,No info,No info
955277,4,No info,1,77
128154,No info,8,2,175
635270,No info,No info,1,85
597711,No info,3,2,80
202669,No info,5,2,130
362205,No info,2,1,60
122533,3,No info,1,120
598167,No info,4,2,No info
469169,4,No info,2,90
769868,No info,14,4,380
939979,No info,4,No info,No info
103909,No info,4,1,120
289107,2,No info,1,No info
214975,No info,No info,1,45
779258,1,No info,1,30
853979,No info,2,1,70
151174,No info,7,2,132
430341,3,No info,2,130
967916,3,No info,2,90
952154,No info,No info,1,40
941786,2,No info,2,92
668518,2,No info,1,62
668568,2,No info,2,75
965973,No info,7,5,No info
1180322,2,No info,No info,No info
668543,2,No info,1,80
931618,No info,No info,1,35
1003976,No info,7,2,No info
936919,No info,No info,1,55
512541,No info,10,1,17
810061,2,No info,1,76
620360,1,No info,1,55
214972,No info,No info,1,40
513877,No info,2,2,120
1205307,2,No info,No info,No info
592502,No info,3,No info,No info
469057,2,No info,2,60
953737,2,No info,2,70
597710,No info,3,2,80
974019,No info,2,2,90
938862,2,No info,2,92
577172,No info,No info,1,68
986007,No info,No info,1,65
986009,No info,No info,1,65
358836,3,No info,1,100
991903,2,No info,2,91
938865,2,No info,2,92
668645,3,No info,2,101
1089554,No info,No info,2,50
990059,2,No info,2,73
988097,No info,5,2,No info
924845,2,No info,2,108
965846,No info,7,7,No info
601302,No info,5,2,75
374428,2,No info,1,60
810015,2,No info,2,81
1182643,2,No info,No info,No info
810052,2,No info,1,76
994808,No info,7,No info,No info
